@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing
http://environment.data.gov.uk/water-quality/data/measurement/NE-1741612-0562,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-40000385,NE-40000385,MALHAM TARN,2024-01-31T14:08:00,Endrin,Endrin,0562,<,0.0001,"",ug/l,POND / LAKE / RESERVOIR WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),389437,466251
http://environment.data.gov.uk/water-quality/data/measurement/NE-1741612-6671,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-40000385,NE-40000385,MALHAM TARN,2024-01-31T14:08:00,PhenoxytcAcd,Phenoxyacetic acid :- {PAA},6671,<,0.01,"",ug/l,POND / LAKE / RESERVOIR WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),389437,466251
http://environment.data.gov.uk/water-quality/data/measurement/NE-1741612-3790,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-40000385,NE-40000385,MALHAM TARN,2024-01-31T14:08:00,MCPB,MCPB :- {4-Chloro-2-methylphenoxybutyric acid},3790,<,0.005,"",ug/l,POND / LAKE / RESERVOIR WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),389437,466251
http://environment.data.gov.uk/water-quality/data/measurement/NE-1741612-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-40000385,NE-40000385,MALHAM TARN,2024-01-31T14:08:00,Fluoroxypyr,Fluroxypyr,4064,<,0.005,"",ug/l,POND / LAKE / RESERVOIR WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),389437,466251
http://environment.data.gov.uk/water-quality/data/measurement/NE-1743503-4064,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-400A0017,NE-400A0017,SWINITHWAITE HALL 4461   LEYBURN,2024-02-22T12:00:00,Fluoroxypyr,Fluroxypyr,4064,<,0.010,"",ug/l,GROUNDWATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),403700,487700
